#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
11 , Polski Karnawał,"Young Igi,Żabson",61,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:27,85,76,17,0,83,16,6,-7 db,130,F#/G♭ Major,2B,4,2022-04-25,6QzEN3q6NpVFdxktMj427g
12 , Proste fakty,"SB Maffija,Bedoes,White 2115,Kuqe 2115,flexxy2115,BLACHA,Kubi Producent",70,"polish hip hop, polish trap",Hip Hop,Proste fakty,2022-01-28,3:38,72,71,28,0,79,19,15,-5 db,144,A Major,11B,4,2022-04-25,6IVFyySW33VfordEuGDPHk
13 , Eldorado,"sanah,Daria Zawiałow",59,"polish pop, polish alternative, polish indie","New age, R&B, Pop",UCZTA,2022-04-14,4:11,54,74,4,7,31,3,11,-8 db,138,F#/G♭ Minor,11A,4,2022-04-25,3YqafSKCCazkxZUdO23iWf
14 , Pakuje Walize,"Dawid, Artysta,Vłodarski,VHS,Zebraodzawsze,zawad",67,"polish viral rap,",,Pakuje Walize,2022-03-09,2:34,97,39,25,0,91,14,13,-11 db,120,C Major,8B,4,2022-04-25,7CRfTE9FGb9YdSvoGhl2IP
15 , Narcyz,Chivas,71,"polish hip hop, polish trap",Hip Hop,Narcyz,2022-03-20,2:24,81,67,39,0,92,7,23,-6 db,105,C♯/D♭ Major,3B,4,2022-04-25,0tTy9lib8CQg7mwFF6lBbD
16 , Tęsknię sobie,"sanah,Artur Rojek",59,"polish pop, polish alternative, polish indie","New age, R&B, Pop",UCZTA,2022-04-14,4:48,49,40,73,0,16,5,8,-10 db,94,G Major,9B,4,2022-04-25,17Tx4usaccaAWCFGGa3EQf
17 , Lot,"Kizo,Wac Toja,BeMelo",67,"polish hip hop, polish trap,",Hip Hop,Lot,2022-04-06,2:47,74,91,5,0,71,11,11,-6 db,135,B Major,1B,4,2022-04-25,00h3UmLzktuyywU2faS7os
18 , Sen we śnie,"sanah,Grzegorz Turnau",59,"polish pop, classic polish pop, poezja spiewana, sung poetry","Pop, World/Traditional, Dance/Electronic",UCZTA,2022-04-14,3:26,43,26,87,0,30,4,16,-12 db,124,C Minor,5A,4,2022-04-25,281o5SXjmCOop5bkRh6tgu
19 , Szafir,"Mata,Trooh Hippi",69,"polish hip hop, polish trap,",Hip Hop,Młody Matczak,2021-10-01,3:16,77,61,38,0,81,11,16,-8 db,140,C♯/D♭ Major,3B,4,2022-04-25,5sGv8YdAa3XjggnbpF9NC9
20 , PIĄTEK WIECZÓR,"Jacuś,Young Leosia",68,"polish hip hop, polish pop","Hip Hop, Pop",PIĄTEK WIECZÓR,2022-03-17,3:16,74,88,25,0,55,9,45,-4 db,125,G Major,9B,4,2022-04-25,38ryCMNFOZ6GW5udIFnQI7
21 , BMW,"Reto,Avi",69,"polish hip hop, polish trap",Hip Hop,W samo południe (Deluxe),2022-02-10,2:26,78,46,5,0,12,19,20,-10 db,98,A Major,11B,4,2022-04-25,0e9dWwZD9EemG1w92C3JLp
22 , Brudasy With Attitude (feat. Farid Bang),"Malik Montana,Farid Bang",69,"polish hip hop, polish trap, german hip hop",Hip Hop,Brudasy With Attitude (feat. Farid Bang),2022-04-01,2:31,92,47,17,0,54,32,7,-8 db,128,C♯/D♭ Major,3B,4,2022-04-25,6q5Bx8Jm9yZC7tmI3leDOi
23 , Rozmazana kreska,Kinny Zimmer,69,polish hip hop,Hip Hop,Rozmazana kreska,2021-11-17,3:10,76,36,4,0,68,42,10,-9 db,160,C Major,8B,4,2022-04-25,5Dwpfuw962xZq6mNg8OgzN
24 , Heat Waves,Glass Animals,91,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-25,02MWAaffLxlfxAUY7c5dvx
25 , Lato,Sentino,64,"polish hip hop, polish viral rap",Hip Hop,Megalomania,2022-04-12,2:58,78,73,52,0,64,9,7,-8 db,145,D#/E♭ Minor,2A,4,2022-04-25,0oF40HEGBYbYQufEtB81BM
26 , Parapetówa,"SB Maffija,White 2115,Lanek,Janusz Walczuk,Bedoes,Jan-Rapowanie,Kacperczyk,Białas,Adi Nowak,Fukaj,SKUTE BOBO,Beteo,Kinny Zimmer,Solar",66,"polish hip hop, polish trap, polish electronica, polish pop, polish alternative rap","New age, Hip Hop, Pop",Hotel Maffija 2,2022-01-28,4:35,77,62,31,0,68,19,7,-7 db,77,C Major,8B,4,2022-04-25,62CHTBeGAVo9b0ivzaNdc1
27 , Duże Oczy,"Smolasty,francis,Pedro,Tribbs",69,"polish hip hop, polish pop, polish trap,","Hip Hop, Pop",Duże Oczy,2021-08-05,2:48,79,72,33,0,51,23,12,-7 db,128,D Minor,7A,4,2022-04-25,0O4OIQKow8DloWa7UzIgyd
28 , Icey,"Żabson,Young Igi",69,"polish hip hop, polish trap",Hip Hop,amfisbena,2022-01-13,2:29,77,67,28,0,35,31,14,-7 db,170,D Major,10B,4,2022-04-25,6BDfLF0GoHND77V6BvFeBo
29 , (Po)ciąg dalszy nastąpi,Gibbs,62,polish hip hop,Hip Hop,Czarno na białym,2021-09-30,4:25,60,55,71,0,80,48,10,-11 db,120,G#/A♭ Minor,1A,4,2022-04-25,3UMqSWigx4NrVPIkpPDP2U
30 , Bombsite B,"Remo,Gimpson,FRIZ,Mamiko",50,"polish pop, polish viral rap,",Pop,Bombsite B,2022-04-22,3:10,79,94,10,0,51,25,34,-5 db,128,B Minor,10A,4,2022-04-25,0qS515mvihBzgpvppg2rBO
31 , Mamo tyś płakała,"sanah,Igor Herbut",57,polish pop,Pop,UCZTA,2022-04-14,3:00,53,30,33,0,31,3,8,-9 db,101,F Minor,4A,4,2022-04-25,4jj5GdqQwsGu3qJQokLG9L
32 , Kiss cam,"Mata,Pedro,francis",62,"polish hip hop, polish trap,",Hip Hop,Młody Matczak,2021-10-01,2:57,78,63,30,0,58,21,30,-9 db,89,F#/G♭ Minor,11A,4,2022-04-25,6eIVuPSZ7D8Q1uaZc8cQnz
33 , California,White 2115,66,"polish hip hop, polish trap",Hip Hop,Rockstar,2018-08-31,3:12,68,68,25,0,62,5,26,-8 db,135,D Major,10B,4,2022-04-25,2nFaT0t36H6UX3wN3Vxvjm
34 , Disney,Kizo,60,"polish hip hop, polish trap",Hip Hop,Jeszcze 5 minut,2021-10-22,3:39,80,73,26,0,72,29,12,-6 db,123,B Minor,10A,4,2022-04-25,37xytNxwRuLRuZcJMFH8w7
35 , Boję Się Kochać,"Smolasty,Young Leosia",64,"polish hip hop, polish pop, polish trap","Hip Hop, Pop",Boję Się Kochać,2022-04-01,3:06,72,57,41,0,48,6,20,-7 db,100,C Major,8B,4,2022-04-25,00Nl9PlaLr0g4ujpWosQuH
36 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",85,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-25,1HhNoOuqm1a5MXYEgAFl8o
37 , SKUTE BOBO,SKUTE BOBO,63,,,SKUTE BOBO,2021-08-21,3:08,72,57,23,0,33,10,10,-13 db,154,A Major,11B,4,2022-04-25,4dOkS135hpWHeSP0GSmHb4
38 , Las połówek,"Białas,Lanek",61,"polish hip hop, polish trap, polish electronica","New age, Hip Hop",In hajs we trust 3: Ostateczne rozliczenie,2022-04-15,3:06,87,57,42,0,70,9,25,-9 db,124,G#/A♭ Major,4B,4,2022-04-25,0un4Xt2ikufllyAiiBJxI8
39 , Mamacita,Oliwka Brazil,57,polish hip hop,Hip Hop,Mamacita,2022-04-14,2:08,82,74,4,0,78,8,11,-6 db,114,A#/B♭ Minor,3A,4,2022-04-25,7pEwr3iyJdZis2Fh0ILG7l
40 , Łyk i buch,"SB Maffija,GOMBAO 33,Pedro,francis",61,"polish hip hop,",Hip Hop,Hotel Maffija 2,2022-01-28,2:45,76,81,46,0,61,13,8,-5 db,100,B Major,1B,4,2022-04-25,4gUKSmeJ7TNcVzHcsGxRKK
41 ," Cześć, jak się masz?","Sobel,sanah",62,"polish pop, polish trap",Pop,Pułapka Na Motyle (Deluxe Edition),2021-11-25,3:21,65,53,63,0,49,5,18,-6 db,110,D Major,10B,4,2022-04-25,6sKg6jzvmiNAVsJRl8MaDE
42 , dddd,"Favst,Gibbs",61,"polish hip hop, polish trap",Hip Hop,Hample,2021-12-10,2:55,73,77,45,0,78,12,73,-6 db,90,E Major,12B,4,2022-04-25,5Ci4cvMBSaCbrn5N531Ubz
43 , Czesława,"sanah,Natalia Grosiak",57,"polish pop,",Pop,UCZTA,2022-04-14,4:23,56,36,21,0,11,3,9,-10 db,96,C♯/D♭ Minor,12A,3,2022-04-25,5utNNz5JA37nMWDZu4io6l
44 , Origami,"Ronnie Ferrari,korweta",67,"polish hip hop,",Hip Hop,Origami,2021-12-07,3:39,82,48,59,0,49,35,10,-8 db,92,C♯/D♭ Major,3B,4,2022-04-25,3205ZtwMnzMBtr7GQZ1IbH
45 ," I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)","Męskie Granie Orkiestra 2021,Daria Zawiałow,Dawid Podsiadło,Vito Bambino",66,"polish alternative, polish pop, polish indie, talent show","New age, R&B, Pop","I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",2021-06-30,3:29,50,74,7,0,31,3,10,-5 db,174,A#/B♭ Major,6B,4,2022-04-25,64F1Z2LAsf04V346A75hi1
46 , MIDDLE OF THE NIGHT,Elley Duhé,92,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-25,58HvfVOeJY7lUuCqF0m3ly
47 , Another Love,Tom Odell,54,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-25,7jtQIBanIiJOMS6RyCx6jZ
48 , COCO,"mgng,MASNY BEN",66,"polish hip hop, polish viral rap",Hip Hop,COCO,2021-08-17,2:17,76,73,18,0,35,5,11,-10 db,130,A Major,11B,4,2022-04-25,4huKZSBZ0UJt2RWwB8PEWU
49 , Agrest i bez,"SB Maffija,Bedoes,White 2115,Kuqe 2115,flexxy2115,BLACHA,Lanek",62,"polish hip hop, polish trap, polish electronica","New age, Hip Hop",Hotel Maffija 2,2022-01-28,4:01,72,54,54,0,84,7,42,-7 db,142,G Minor,6A,4,2022-04-25,5rcH7HIJH3l3eojjKmZWWi
50 , Harnaś ice tea,Gawryle,66,polish viral rap,,Harnaś ice tea,2021-10-22,2:56,81,71,58,0,96,6,6,-4 db,115,G Minor,6A,4,2022-04-25,32IErAbP0G4WcnpqHpMd35
