#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-19,4LRPiXqCikLlN15c3yImP7
2 , RAVE,Dxrk ダーク,74,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-19,01kfSdF9zfcDLri5sSWEoL
3 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-19,1rDQ4oMwGJI7B4tovsBOxc
4 , Heat Waves,Glass Animals,92,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-19,02MWAaffLxlfxAUY7c5dvx
5 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",75,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-19,7rglLriMNBPAyuJOMGwi39
6 , Where Are You Now,"Lost Frequencies,Calum Scott",92,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-19,3uUuGVFu1V7jTQL60S1r8z
7 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",86,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-19,1HhNoOuqm1a5MXYEgAFl8o
8 , MIDDLE OF THE NIGHT,Elley Duhé,93,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-19,58HvfVOeJY7lUuCqF0m3ly
9 , The Motto,"Tiësto,Ava Max",92,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-19,18asYwWugKjjsihZ0YvRxO
10 , Softcore,The Neighbourhood,89,"modern alternative rock, modern rock, pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-19,2K7xn816oNHJZ0aVqdQsha
11 , Šokam Lėtai,Jessica Shy,45,lithuanian pop,Pop,Apkabinti Prisiminimus,2022-01-25,2:36,76,62,26,0,51,3,25,-8 db,100,A Minor,8A,4,2022-04-19,149qQkZez6yujONJspKw7U
12 , Sentimentai,Monika LIU,58,"lithuanian indie, lithuanian pop","Jazz, Pop",Sentimentai,2022-01-18,3:00,68,56,9,0,50,3,31,-8 db,93,C Major,8B,4,2022-04-19,0JNPmXGU9K9DJpV9eHppZz
13 , Woman,Doja Cat,93,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-19,6Uj1ctrBOjOas8xZXGqKk4
14 , Rugpjūtis,"Justinas Jarutis,Jessica Shy",47,lithuanian pop,Pop,Rugpjūtis,2021-07-09,2:42,79,94,4,0,86,4,10,-5 db,140,C♯/D♭ Major,3B,4,2022-04-19,2psbE7Ds01Xz2MaMIk7APk
15 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",76,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-19,2DB4DdfCFMw1iaR6JaR03a
16 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",87,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-19,5Z9KJZvQzH6PFmb8SNkxuk
17 , Sweater Weather,The Neighbourhood,90,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-19,2QjOHCTQ1Jl3zawyYOpxh6
18 , Another Love,Tom Odell,55,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-19,7jtQIBanIiJOMS6RyCx6jZ
19 , 505,Arctic Monkeys,82,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-19,58ge6dfP91o9oXMzq3XkIS
20 , Won't Forget You - Edit,Shouse,78,aussietronica,Dance/Electronic,Won't Forget You,2022-02-04,3:50,66,66,2,1,56,2,10,-7 db,127,G Minor,6A,4,2022-04-19,3I10tZ5MgEMo4WryCNJkZQ
21 , Vasarą galvoj minoras,Katarsis,48,"lithuanian indie, lithuanian pop","Jazz, Pop",Vasarą galvoj minoras,2020-10-14,3:24,64,28,96,46,28,6,11,-16 db,120,A#/B♭ Major,6B,4,2022-04-19,1wGPGvj0moDoKMMVwFWFLj
22 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",90,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-19,5PjdY0CKGZdEuoNab3yDmX
23 , Revenge,XXXTENTACION,86,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-19,5TXDeTFVRVY7Cvt0Dw4vWW
24 , After Dark,Mr.Kitty,75,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-19,0zCgWGmDF0aih5qexATyBn
25 , Shivers,Ed Sheeran,92,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-19,50nfwKoDiSYg8zOCREWAm5
26 , abcdefu,GAYLE,95,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-19,4fouWK6XVHhzl78KzQ1UjL
27 , Bad Habits,Ed Sheeran,92,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-19,3rmo8F54jFF8OgYsqTxm5d
28 , Boyfriend,Dove Cameron,92,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-19,59CfNbkERJ3NoTXDvoURjj
29 , Wait a Minute!,WILLOW,87,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-19,0y60itmpH0aPKsFiGxmtnh
30 , THATS WHAT I WANT,Lil Nas X,93,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-19,0e8nrvls4Qqv5Rfa2UhqmO
31 , Infinity,Jaymes Young,92,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-19,1SOClUWhOi8vHZYMz3GluK
32 , Pepas,Farruko,82,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-19,2B4GHvToeLTOBB4QLzW3Ni
33 , Rojaus Obuoliukai,"Zoliukas,Saules Berniukas",41,"lithuanian pop,",Pop,Rojaus Obuoliukai,2019-08-29,3:31,79,32,79,0,54,12,8,-12 db,142,A Minor,8A,4,2022-04-19,7J5J0RjBq1rz9vV2iBqDqd
34 , Watermelon Sugar,Harry Styles,89,pop,Pop,Fine Line,2019-12-13,2:54,55,82,12,0,56,5,34,-4 db,95,C Major,8B,4,2022-04-19,6UelLqGlWMcVH1E5c4H7lY
35 , Tom's Diner,"AnnenMayKantereit,Giant Rooks",86,"cologne indie, german singer-songwriter,","Classical, Pop",Tom's Diner,2019-06-28,4:29,68,43,38,0,33,14,36,-8 db,98,F#/G♭ Minor,11A,4,2022-04-19,0oA9wBGDY4uyILLg4GymWP
36 , Without Me,Eminem,89,"detroit hip hop, hip hop, rap",Hip Hop,The Eminem Show,2002-05-26,4:50,91,67,0,0,66,7,24,-3 db,112,G Major,9B,4,2022-04-19,7lQ8MOhq6IN2w8EYcFNSUk
37 , Kunigunda,Vaidas Baumila,44,lithuanian pop,Pop,Kunigunda,2021-06-11,2:59,81,80,3,0,88,3,6,-7 db,130,C Major,8B,4,2022-04-19,4y8aCoEUWXCHAgKo0cDcNy
38 , Bones,Imagine Dragons,88,"modern rock, rock",Rock,Bones,2022-03-11,2:45,77,74,2,0,57,5,8,-4 db,114,F Minor,4A,4,2022-04-19,0HqZX76SFLDz2aW8aiqi7G
39 , Light Switch,Charlie Puth,81,"dance pop, pop, viral pop",Pop,Light Switch (Instrumental),2022-01-19,3:05,69,63,11,0,91,31,9,-6 db,184,F#/G♭ Major,2B,4,2022-04-19,3AVXwaOGCEL8cmBecfcsFJ
40 , Close Eyes,"Chego1963,onurxt,Rylixe",49,"new school turkce rap,",,Close Eyes,2020-02-13,2:12,78,54,7,73,22,7,14,-10 db,96,C Major,8B,4,2022-04-19,7BNWWI6aZPLkYCfRat8HuD
41 , good 4 u,Olivia Rodrigo,92,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-19,4ZtFanR9U6ndgddUvNcjcG
42 , u.,niteboi,76,drift phonk,,u.,2017-01-22,2:54,46,65,22,87,6,10,11,-9 db,124,E Minor,9A,4,2022-04-19,0J7oHYxjF6Oln61wy0kP2i
43 , Save Your Tears,The Weeknd,89,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020-03-20,3:35,68,83,2,0,64,3,54,-5 db,118,C Major,8B,4,2022-04-19,5QO79kh1waicV47BqGRL3g
44 , Daddy Issues,The Neighbourhood,86,"modern alternative rock, modern rock, pop","Rock, Pop",Wiped Out!,2015-10-30,4:20,59,52,7,15,34,3,12,-9 db,85,A#/B♭ Major,6B,4,2022-04-19,5E30LdtzQTGqRvNd7l6kG5
45 , Dark Red,Steve Lacy,87,"afrofuturism, pop","R&B, Pop",Dark Red,2017-02-20,2:53,60,78,45,0,78,6,12,-4 db,172,F#/G♭ Major,2B,4,2022-04-19,37y7iDayfwm3WXn5BiAoRk
46 , HDMI,BONES,79,"dark trap, underground hip hop",Hip Hop,Rotten,2014-12-02,2:19,71,29,69,81,12,6,32,-16 db,125,G Major,9B,4,2022-04-19,7I4ibsZgwuf46g0xHuTC8s
47 , ZITTI E BUONI,Måneskin,76,"indie rock italiano, italian pop","Rock, Pop",Teatro d'ira - Vol. I,2021-03-19,3:14,63,94,0,0,64,7,42,-3 db,103,E Minor,9A,4,2022-04-19,776AftMmFFAWUIEAb3lHhw
48 , Easy On Me,Adele,86,"british soul, pop, pop soul, uk pop","R&B, Pop",30,2021-11-19,3:44,60,37,58,0,13,3,13,-8 db,142,F Major,7B,4,2022-04-19,46IZ0fSY2mpAiktS3KOqds
49 , Oy U Luzi Chervona Kalyna - Army Remix,"The Kiffness,Boombox",62,"cape town indie, south african pop, south african pop dance, russian alt pop, ukrainian folk rock, ukrainian pop, ukrainian rock","Dance/Electronic, World/Traditional, Pop, Rock",Oy U Luzi Chervona Kalyna (Army Remix),2022-03-05,3:06,80,53,51,0,65,7,7,-9 db,120,C♯/D♭ Minor,12A,4,2022-04-19,6nl2T8YjOdFFnQ4xBHXfdm
50 , I Love You So,The Walters,91,chicago indie,Rock,I Love You So,2014-11-28,2:40,57,65,58,0,47,4,12,-5 db,76,A#/B♭ Major,6B,4,2022-04-19,4SqWKzw0CbA05TGszDgMlc
