#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
37 , Грязный,"OG Buda,Scally Milano,163ONMYNECK",32,"russian drill, russian hip hop, russian trap","Hip Hop, Latin",Грязный,2022-04-21,2:10,55,67,37,0,56,32,16,-9 db,96,D Major,10B,4,2022-04-23,72RTxD7kDHvtzldLNvw1U1
38 , Blinding Lights,The Weeknd,90,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020-03-20,3:20,51,73,0,0,33,6,9,-6 db,171,C♯/D♭ Major,3B,4,2022-04-23,0VjIjW4GlUZAMYd2vXMi3b
39 , Aomine Daiki,quiizzzmeow,65,"russian drain, russian emo rap, russian hip hop, russian hyperpop",Hip Hop,Aomine Daiki,2021-10-05,2:47,51,82,3,0,16,5,36,-6 db,82,C♯/D♭ Major,3B,4,2022-04-23,5X1FYw7MXEgnPmQAYwAa0q
40 , Фотографирую закат,fem.love,67,"russian drain, russian hip hop",Hip Hop,Фотографирую закат,2020-06-22,2:36,41,90,0,0,40,6,17,-3 db,160,F#/G♭ Major,2B,4,2022-04-23,1ghdJUMhmLEpUitNwyNMWH
41 , Bandana,"Big Baby Tape,kizaru",65,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:31,75,58,1,4,35,3,17,-6 db,103,F Major,7B,4,2022-04-23,16AzcbKli3UQsxj491hJLQ
42 , Freaks,Surf Curse,86,"dreamo, indie surf, surf punk, vegas indie",Rock,Freaks,2021-05-15,2:27,35,94,0,63,41,5,5,-10 db,180,A Major,11B,4,2022-04-23,7EkWXAI1wn8Ii883ecd9xr
43 , juggernaut (Prod. by PLVSTIC),shadowraze,66,"russian drain, russian hip hop",Hip Hop,juggernaut (Prod. by PLVSTIC),2021-08-13,2:16,70,66,0,0,59,23,26,-8 db,93,G Major,9B,4,2022-04-23,57V0VhEg1CAkPXeaCLikNW
44 , Otyzdan asyp baramyn,Irina Kairatovna,46,"central asian hip hop, kazakh hip hop, kazakh pop, russian hip hop","Pop, Hip Hop",Otyzdan asyp baramyn,2021-12-18,3:34,79,52,75,0,37,19,10,-8 db,130,D Minor,7A,4,2022-04-23,609GvJOBdyzhVUuDZbYPYy
45 , MANIAC,Stray Kids,61,"k-pop, k-pop boy group",Pop,ODDINARY,2022-03-18,3:02,74,80,18,0,72,27,7,-3 db,90,C♯/D♭ Major,3B,4,2022-04-23,7BDHDiidJ8WV349p3HTxTV
46 , Москва любит...,Skryptonite,60,"central asian hip hop, kazakh hip hop, russian hip hop, russian trap","Hip Hop, Latin",2004,2020-01-28,3:25,74,46,5,0,13,16,29,-9 db,77,D Major,10B,4,2022-04-23,41bGn6u78I8eNZg86tx3vp
47 , Daddy Issues,The Neighbourhood,86,"modern alternative rock, modern rock, pop","Rock, Pop",Wiped Out!,2015-10-30,4:20,59,52,7,15,34,3,12,-9 db,85,A#/B♭ Major,6B,4,2022-04-23,5E30LdtzQTGqRvNd7l6kG5
48 , psiblades,"shadowraze,babyswishh1",66,"russian drain, russian hip hop, russian hyperpop",Hip Hop,psiblades,2021-09-30,2:11,47,81,19,0,58,8,10,-8 db,176,C Major,8B,4,2022-04-23,3auzaPW4fXa8oI4KbTalAU
49 , Wait a Minute!,WILLOW,87,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-23,0y60itmpH0aPKsFiGxmtnh
50 , TOMBOY,(G)I-DLE,82,"k-pop, k-pop girl group",Pop,I NEVER DIE,2022-03-14,2:54,76,87,1,0,65,9,9,-2 db,124,C♯/D♭ Minor,12A,4,2022-04-23,0IGUXY4JbK18bu9oD4mPIm
